Pantun,Penulis,Tema,Jenis,Makna,Situasi Penggunaan,Situasi Formal,Situasi Santai,Situasi Kehidupan,Acara/Majlis,Acara Keagamaan,Acara Sosial,Acara Pendidikan,Kata Kunci,Markah,Diterbitkan,Tarikh Cipta,Tarikh Ubah
"Sungguh indah unggas berbisik,
Sekawan itik riuh berdansa;
Laut menadah tumpahan toksik,
Hidupan akuatik menjadi mangsa.",NURUL AIN SYAFIQAH BT MD KAMAL  (JEMPOL/JELEBU),SAYANGI ALAM SEKITAR,JAGALAH ALAM SEKITAR,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sekawan, indah, unggas, sungguh, berbisik,",23.0,tidak,2022-04-13,2022-04-13
"Membawa bekalan untuk dimakan,
Singgah sebentar di kota naga,
Ingatlah taulan ingatlah rakan ,
Alam sekitar perlu dijaga.",SITI FATIMAH BINTI WAN HIJRAH,SAYANGI ALAM SEKITAR,JAGALAH ALAM SEKITAR,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"singgah, untuk, dimakan,, bekalan, membawa",24.0,tidak,2022-04-13,2022-04-13
"Pergi beriadah ke Ulu Kinta,
Destinasi bercuti bersama rakan,
Alam indah impian kita,
Bersatu hati sama zahirkan.",NUR AIN MARHANIES SMKA SHAMS,Sayangi Alam Sekitar,Jagalah Bumi Kita,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ulu, ke, beriadah, kinta,, pergi",20.0,tidak,2022-04-13,2022-04-13
"Bumi kita subur dan mewah,
 Teknologi datang mengikut zaman,
Khazanah alam satu anugerah,
 Kecangihan kini di buang jangan.",FATMA DIYANA BINTI RUDZUAN (SEREMBAN 1),Sayangi alam sekitar,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bumi, subur, mewah,, dan, kita",18.0,tidak,2022-04-13,2022-04-13
"khazanah disia serata benua
heboh dikeratan hingga kelam
rakus manusia meragut semua
bangkitlah watan pelihara alam",NURUL HUSNA FATIHAH BINTI NOR HISHAM (SEREMBAN1),sayangi alam sekitar,jagalah bumi kita / jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"heboh, benua, khazanah, disia, serata",23.0,tidak,2022-04-13,2022-04-13
"Pergi ke taman membawa rakan,
Beriadah menghirup udara,
Indah sungguh luas pemandangan,
Alam sekitar tetap dijaga.",HUSNA HUMAIRA BINTI HILMI,Sayangi Alam Sekitar,Pantun 4 Kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"taman, rakan,, ke, membawa, pergi",19.0,tidak,2022-04-13,2022-04-13
"Cantik indah alam semesta,
Dalamnya tersimpan sejuta rahsia,
Membawa padah si rakyat jelata,
Jika tidak berkorban menjaga dunia.",Puteri Airyn Alysa Binti Megat Mohammed Mahathir(rembau),Sayangi Alam Sekitar,Pantun nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"alam, dalamnya, semesta,, indah, cantik",19.0,tidak,2022-04-13,2022-04-13
"Indah bumi ini tidak terperi,
Menjadi bukti kurnia Ilahi,
Bumi ini jangan dicemari,
Kelak nanti tepuk dahi.",Nur Hafizah binti Mohamed Akram,Sayang Alam Sekitar,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"terperi,, bumi, indah, tidak, ini",20.0,tidak,2022-04-13,2022-04-13
"Lima kelopak bunga raya;
Dipancar biasan cahaya purnama,
Bumi dirompak ditimbusnya paya;
Dimanakah ihsan kita bersama.",ALYIRWANSHAHBINAZMANKUALAPILAH,Sayangi Alam Sekitar,Jagalah Bumi Kita,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"dipancar, kelopak, bunga, lima, raya;",24.0,tidak,2022-04-13,2022-04-13
"Pucuk paku ulam pegaga , 
Makan pula bersama Cik Hani , 
Jika alam sekitar dijaga , 
Pasti hidup kita harmoni ",NURFITRI DANIA,Sayangi Alam Sekitar ,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"paku, ulam, pegaga, ,, pucuk",21.0,tidak,2022-04-13,2022-04-13
"Pergi iftar bersama keluarga,
Membeli kurma sungguh berkualiti.
Alam sekitar perlu dipulihara,
Milik bersama semua generasi.",NIKNURIMANISEREMBAN1,Sayangi Alam Sekitar,Jagalah Alam Sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bersama, iftar, keluarga,, membeli, pergi",20.0,tidak,2022-04-13,2022-04-13
"Indahnya flora diterangi sang rembulan,
Malam Aidilfitri bersama keluarga,
Kehidupan mesra alam jadi amalan,
Dunia lestari bumi kita terjaga",SURAYA HANI BINTI SULIZMIE AFFENDY SMKA SHAMS,Sayangi Alam Sekitar,Jagalah Bumi Kita / 4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sang, indahnya, rembulan,, flora, diterangi",20.0,tidak,2022-04-13,2022-04-13
"teriknya suria membahang jalanan,
raja di rimba tinggallah belang,
seantero beria naikkan bangunan,
kasihkan bumi plastik dikurang






































































































































",NUR AISYAH FARHANI SHAHROM SHAMS,SAYANGI ALAM SEKITAR,PANTUN 4 KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"membahang, suria, teriknya, jalanan,, raja",20.0,tidak,2022-04-13,2022-04-13
"Gunung-ganang jangan ditarah,
Jangan sampai jatuh ke benteng,
Marilah kita prihatin bersama,  
jangan sesekali memandang enteng,
",LUQMAN HAKIM BIN MOHAMAD HAFIZ SMKA SHAMS,Sayangi Alam Sekitar ,Jagalah bumi kita/Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"gunung-ganang, jangan, sampai, ditarah,",21.0,tidak,2022-04-13,2022-04-13
"Pergi hutan bersama Pak Lan
Membawa pelam bersama-sama
Jagalah hutan jadikan amalan
Menjaga alam tanggungjawab bersama. ",Siti Sophia,Sayangi alam sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"hutan, bersama, pak, lan, pergi",23.0,tidak,2022-04-13,2022-04-13
"ditepi kali menanam peria,
terasa kaki disengat si lipan;
jangan sirunakan sinar suria,
kelak merana seluruh hidupan",ayuni smk(j),sayangi alam sekitar,pantun 4 baris serangkap,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ditepi, kali, menanam, terasa, peria,",23.0,tidak,2022-04-13,2022-04-13
"Hutan tersimpan pelbagai perkara
Si belang terkenal keberaniannya
Alam sekitar perlu dipelihara
Agar kekal buat selamanya ","NUR AINI, SHAMS",Sayangi Alam sekitar ,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"hutan, perkara, pelbagai, si, tersimpan",22.0,tidak,2022-04-13,2022-04-13
"Pergi ke kuala menggali halia,
Tepi dermaga berlabuh bahtera; 
Kitar semula amalan mulia,
Alam terjaga rakyat sejahtera.",SHU'AIBSEREMBAN1,Sayangi Alam Sekitar,Jagalah bumi kita,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kuala, ke, menggali, halia,, pergi",24.0,tidak,2022-04-13,2022-04-13
"andini bertapa sebentar di kota,
terasa lapar menjamah kurma,
buana dikurnia oleh Sang Pencipta,
tanggungan khalifah jaga bersama",NUR FARISSA DANIA SHAMS,Sayangi alam sekitar,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bertapa, di, sebentar, kota,, andini",21.0,tidak,2022-04-13,2022-04-13
"INDAHNYA ALAM NIAN TERBENTANG,
DARI HULU HINGGA KE KUALA,
BUAT SANTAPAN CUCUNDA MENDATANG,
ALAM SEKITAR DIJAGA SENTIASA,",MUHAMMAD HASBI SHAH BIN RAZLAN,ALAM SEKITAR,PANTUN NASIHAT,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"alam, nian, terbentang,, indahnya, dari",20.0,tidak,2022-04-13,2022-04-13
"Bahari semesta nyaman dirasa,
Deruan pawana membawa cengkaman,
Hargai alam ciptaan yang Esa;
Pelihara dan nikmati sepanjang zaman.",PUTRIE BALQIS BINTI NOORSYAHARIN ( SEREMBAN 1 ),Sayangi Alam Sekitar,Jagalah Alam Sekitar.,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"semesta, deruan, dirasa,, bahari, nyaman",18.0,tidak,2022-04-13,2022-04-13
"Kuat sungguh bunyi halilintar,
Sabung-menyabung hingga ke petang,
Jagalah kita alam sekitar,
Bekal generasi akan datang.",NURKAISAH KHAIRINA JEMPOL,Sayangi Alam Sekitar,Jagalah Alam Sekitar / Jagalah Bumi Kita,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sungguh, kuat, halilintar,, sabung-menyabung, bunyi",23.0,tidak,2022-04-13,2022-04-13
"Bermain gitar penuh tenaga,
Diiringi vokal penuh irama;
Alam sekitar mesti dijaga,
Supaya kekal selama-lama.",Adam Uwais SMKA SHAMS,Sayangi Alam Sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"diiringi, penuh, bermain, gitar, tenaga,",24.0,tidak,2022-04-13,2022-04-13
"Cerah pagi  melur mengembang,
Dipetik rambai tika melatar ;
Walau teknologi terus berkembang,
Jangan diabai alam sekitar.
",ADAM ISKANDAR BIN MOHD YUSRI,Sayangi Alam Sekitar,Jagalah Bumi Kita,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"mengembang,, melur, pagi, dipetik, cerah",23.0,tidak,2022-04-13,2022-04-13
"Subur melata tumbuh kedangsa,
Pohonnya rendang di Tanah Betawi;
Bumi derita diracun sisa, 
Kempen dicanang memulih pertiwi.",FAHRINA BINTI SAMSUL REMBAU,Sayangi Bumi Menginsani Teknologi,Jagalah Bumi Kita ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"melata, subur, pohonnya, tumbuh, kedangsa,",22.0,tidak,2022-04-13,2022-04-13
"Indah suasana di tepi tangga,
   melayan karenah sakit gusi,
flora dan fauna perlu dijaga,
   agar khazanah dapat diwarisi,",Nurzulaiha binti Rohadzad,Sayangi Alam Sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, indah, tangga,, tepi, suasana",24.0,tidak,2022-04-13,2022-04-13
"Singgah sebentar membeli laksa,
Rayu cinta isteri cemburu;
Alam sekitar jangan binasa,
Waris harta generasi baru.
",IRENEDANIELIASEREMBAN1,Sayangi Alam Sekitar,Jagalah Alam Sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"singgah, laksa,, rayu, membeli, sebentar",25.0,tidak,2022-04-13,2022-04-13
"Awan disulam beralun sakti
Bulan kelam kembang menari
Khazanah alam menjadi identiti
Abadi alam biar berseri","safi syafiha (daerah port dickson, smk yam tuan radin)",Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"beralun, sakti, bulan, awan, disulam",23.0,tidak,2022-04-13,2022-04-13
"Tanah datar tersergam istana,
Berdiri panglima negara dijagai;
Alam sekitar aset berguna,
Mari bersama kita hargai.

",DAYANGSEREMBAN1,SAYANGI ALAM SEKITAR,JAGA ALAM SEKITAR,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"berdiri, datar, istana,, tanah, tersergam",23.0,tidak,2022-04-13,2022-04-13
"

Si ulat bersisik hinggap di dahan,
Pergi ke sebelah mencari makan,
Sungai dan tasik anugerah tuhan,
Usaha kitalah melestarikan.
",HANHANNYPORTDICKSON,Sayangi Alam Sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, si, hinggap, bersisik, ulat",25.0,tidak,2022-04-13,2022-04-13
"
Ikan herling ditepi telaga,
Galak meloncat terselit akar,
Alam sekeliling mesti dijaga,
Gerak terjalin lestari sekitar


",ELYSSAAYUMISEREMBAN 1, Sayangi Alam Sekitar, Pantun 4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"herling, ikan, ditepi, telaga,, galak",22.0,tidak,2022-04-13,2022-04-13
"Menanam keladi di taman desa, 
Tumbuh kembang subur melata, 
Kerana tangan alam binasa,
Manusia merana tanggung derita.",MUHAMMAD FARIZ IRSYAD BIN MOHD FADIL (KUALA PILAH),Sayangi Alam Sekitar,Jagalah Alam Sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"taman, desa,, keladi, di, menanam",21.0,tidak,2022-04-13,2022-04-13
"Hembus pawana menggoncang dahan
Hilang hening kesunyian malam
Indahnya buana kurniaan Tuhan,
Tiada panorama seindah alam.",NURUL AFRINA SHAMS,Sayangi Alam Sekitar,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"hembus, hilang, dahan, menggoncang, pawana",22.0,tidak,2022-04-13,2022-04-13
"Lauk dihidang sayur pegaga, 
Jangan tersia setiap peluang,
Hijau padang harus dijaga, 
Agar manusia dan hijau takkan hilang

",Siti Ai’shah Bt Mohd Azhar,Sayangi Alam Sekitar,Pantun Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"jangan, sayur, lauk, pegaga,, dihidang",20.0,tidak,2022-04-13,2022-04-13
"Mawar berduri di tepi perigi,
Lantai perigi daripada marmar,
Marilah kita pelihara bumi,
Agar ia tidak tercemar",Farisa Dayana SMKA SHAMS SEREMBAN ,Sayangi Alam Sekitar ,tiada,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"mawar, perigi,, di, tepi, berduri",20.0,tidak,2022-04-13,2022-04-13
"Apabila hari bertambah kelam
Lari dara membawa pelita
Marilah duhai lestarikan alam
Alam terpelihara hidup bahagia",MUHAMMAD NAZIM BIN ZAINAL (SEREMBAN 2),Sayangi alam sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"lari, apabila, kelam, bertambah, hari",20.0,tidak,2022-04-13,2022-04-13
"Lembut lidah memujuk tuan,    
Santun bicara menambat hati,
Bumi indah anugerah Tuhan, 
Sepenuh jiwa kita sayangi                                                                                ",Zafidatul 'Afiyah Port Dickson,Sayangi Bumi Kita,pantun empat kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"santun, memujuk, lidah, lembut, tuan,",19.0,tidak,2022-04-13,2022-04-13
"Terbang menari si burung merparti 
Singgah sebentar di pohon tamar,
Didik diri seiya sehati 
Alam sekitar tidak tercemar ",AISYAH BATRISYIA BINTI YAHYA SEREMBAN,Sayangi alam sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"menari, si, burung, terbang, merparti",23.0,tidak,2022-04-13,2022-04-13
"Terbang camar di pinggir kota, 
Air perigi kering di muara ,
Alam tercemar insan derita,
Imbang teknologi alam terpelihara.

",NAJWANURALYAA_SMKBBSS_SEREMBAN2,Sayangi Alam Sekitar,Jagalah alam sekitar,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pinggir, di, terbang, camar, kota,",20.0,tidak,2022-04-13,2022-04-13
"Bulan purnama menghiasi malam,
Terangnya cahaya bergemerlapan,
Prihatin bersama menjaga alam,
Buat seraya generasi hadapan.",NUR HUSNA BINTI MOHD TARMIZI SEREMBAN 2,SAYANGI ALAM SEKITAR,JAGALAH ALAM SEKITAR,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bulan, terangnya, purnama, malam,, menghiasi",24.0,tidak,2022-04-13,2022-04-13
