Pantun,Penulis,Tema,Jenis,Makna,Situasi Penggunaan,Situasi Formal,Situasi Santai,Situasi Kehidupan,Acara/Majlis,Acara Keagamaan,Acara Sosial,Acara Pendidikan,Kata Kunci,Markah,Diterbitkan,Tarikh Cipta,Tarikh Ubah
"Buah cempedak diluar pagar
Ambil galah tolong jolokkan
Saya budak baru belajar
Kalau salah tolong tunjukkan",Rosiah,Alam,Peringatan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ambil, buah, diluar, pagar, cempedak",22,tidak,02/04/2022,02/04/2022
"Si Ruak-ruak di Pasir Tuntung,
berkurai-kurai bulu dadanya;
Abang bergerak beradu untung,
berjurai-jurai airmatanya.",Fikri Fiq,Kasih sayang,Pantun Tradisional,Menghargai hubungan kekeluargaan dan kasih sayang antara ahli keluarga.,Untuk menyampaikan nilai kekeluargaan dan kasih sayang.,❌,✅,❌,"Hari Keluarga, Kenduri Kesyukuran, Majlis Perkahwinan",❌,✅,❌,"di, pasir, si, tuntung,, ruak-ruak",25,ya,17/03/2022,17/03/2022
"Daun nyiur melambai-lambai,
belum lewat memasang joran;
Simpang-siur bukan terabai;
dalam gawat ada aturan.",CG Karmin Abbas,Aturan,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"nyiur, daun, belum, melambai-lambai,, lewat",25,ya,23/01/2022,23/01/2022
"Nyiur berjajar lautnya dalam,
tidaklah jemu berangan-angan;
Kalau belajar didakap alam,
dapatlah ilmu luas pandangan.",CG Karmin Abbas,Ilmu,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"nyiur, lautnya, berjajar, dalam,, tidaklah",25,ya,23/01/2022,23/01/2022
"Di atas piring harum mewangi,
resepi asli bukannya dusta;
Tahu goreng hidangan Kemangi,
enak sekali tidak terkata.",CG Karmin Abbas,Resepi,Makanan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"mewangi,, harum, di, piring, atas",25,ya,23/01/2022,23/01/2022
"Jalan jalan ke pasir panjang
Melihat cicak tidur di jalan
Jalan hidup luas terbentang
Menulis buku sebagai warisan",Yanto,Menulis Buku,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"panjang, ke, jalan, pasir",17,tidak,15/01/2022,15/01/2022
"Pagi yang indah bertemu kalian
Sungguh teruja tersenyum indah
Kita semua punya impian
Kongsi ilmu amal jariah",SimpleShida SS,simposium ebook internasional,serangkap,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kalian, indah, yang, pagi, bertemu",14,tidak,15/01/2022,15/01/2022
"Buas-buas nama diberi,
direbus sama asam pedas;
Sudah puas guru mencari,
jumpa lima murid yang cerdas.",CG Karmin  Abbas ,Cerdas,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"diberi,, direbus, buas-buas, sama, nama",25,ya,13/01/2022,13/01/2022
"Asam rebus si asam pedas, 
dengan nasi amboi sedapnya;
harap bukan sahaja cerdas, 
tinggi juga nilai santunnya. ",Farhan,Santun,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"asam, si, pedas,, rebus",23,ya,13/01/2022,13/01/2022
"Sorong papan tarik papan, 
Buah keranji atas perahu;
Suruh makan saya makan, 
Suruh mengaji saya tak tahu. 
",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sorong, papan, papan,, buah, tarik",17,tidak,08/01/2022,08/01/2022
"Sudah baja sudah dibungkus,
tepi dewan tidaklah rebah;
Jalankan kerja dengan fokus,
layan kawan dengan muhibah.",CG Karmin Abbas,Muhibah,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"dibungkus,, tepi, baja, sudah",25,ya,07/01/2022,07/01/2022
"Lihat-lihat ombak menderu,
deru laju hingga ke tepi;
Moga sihat di tahun baru.
lebih maju murah rezeki.",CG Karmin Abbas,Murah Rezeki,UCapan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"menderu,, lihat-lihat, deru, ombak, laju",24,ya,01/01/2022,01/01/2022
"Buah berangan si buah zaitun,
di tepi pintu sepasu rami;
Kalau postingan tiada pantun,
bukanlah itu postingan kami.",CG Karmin Abbas,Janji,Ucapan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"buah, berangan, zaitun,, si",25,ya,31/12/2021,31/12/2021
"Lahannya kami di atas bukit,
di bukit bukan tidak bernama;
Baktinya kami cuma sedikit,
sedikit bukan kerana nama.",CG Karmin Abbas,Bakti,Ingatan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kami, di, lahannya, atas, bukit,",25,ya,31/12/2021,31/12/2021
"Pasirnya putih terhampar nyata,
Angin membelai jiwa nan nyaman;
Butiran meretih hilang di mata,
warisan gemalai  jadi kenangan.",Syafiqah 'Adha,Tempat bersejarah,Pantun nasib,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"nyata,, terhampar, angin, putih, pasirnya",24,ya,28/12/2021,31/12/2021
"Laman baru laman nan lama,
barang baik dibuang jangan;
Tahun baru tahun nan lama,
orang baik dibuang jangan.",CG Karmin Abbas,Tahun Baru,Ucapan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"lama,, nan, laman, baru",25,ya,31/12/2021,31/12/2021
"Ikannya ruan tuan hidangkan,
sayurnya ranti gulainya celok;
Kalau tuan sudi tumpangkan,
saya menanti di bawah blok.",CG Karmin Abbas,Mohon,Sahabat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ruan, sayurnya, tuan, hidangkan,, ikannya",25,ya,15/12/2021,15/12/2021
"Mari mudik berkayuh sampan,
Singa Duyung nama diberi;
Adik-beradik jadi harapan,
tempat berpayung pelindung diri.",CG Karmin Abbas,Semangat,Sejarah,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"mari, singa, sampan,, mudik, berkayuh",25,ya,15/09/2021,13/12/2021
"kayu di darat jangan ditebang,
ditebang jangan sudah sekurun;
Adat nan sarat biarlah berkembang,
pusaka gerangan turun-menurun.",Sriyana,Ada Budaya Melayu,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"kayu, jangan, darat, ditebang,, di",25,ya,24/03/2021,13/12/2021
"Petik selasih kita hiaskan,
berikan teman bunga melati;
Terima kasih Cikgu masukkan,
akan diiman di dalam hati.",Syahfrizal,Ilmu pendidikan,Ucapan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"hiaskan,, berikan, selasih, petik, kita",25,ya,13/12/2021,13/12/2021
"Hidangan dusun gulai Melayu,
Daun sadaman mandi-mandian;
Aksara tersusun seni Melayu,
Bahasa Melayu jadi pujian",R.Mulia,Daulat Bahasa,Warisan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"daun, dusun, hidangan, gulai, melayu,",25,ya,30/11/2021,03/12/2021
"Gugur keranji di tepi paya,
Ulam bersama pucuk pegaga,
hormat-hormati amalan sentiasa,
Kunci perpaduan keluarga Malaysia.",Nur Syamimi Binti Ros Azlan,Keluarga Malaysia,Patriotik,Menghargai hubungan kekeluargaan dan kasih sayang antara ahli keluarga.,Untuk menyampaikan nilai kekeluargaan dan kasih sayang.,❌,✅,❌,"Hari Keluarga, Kenduri Kesyukuran, Majlis Perkahwinan",❌,✅,❌,"paya,, di, gugur, tepi, keranji",19,tidak,01/12/2021,03/12/2021
"Terhabis masa di lautan desa,
nelayan memukat sehari langkat;
Berbilang bangsa hidup sentosa,
sebab muafakat capai sepakat.",Sofea Erni,Perpaduan,Semangat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"desa,, di, masa, lautan, terhabis",25,ya,03/12/2021,03/12/2021
"Alang-alang di sungai tawar,
jangan tangguh kita berakit;
Bukanlah calang kesan penawar,
hebat sungguh perisai penyakit.",CG Karmin Abbas,Penawar penyakit,Ubat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jangan, tawar,, di, sungai, alang-alang",25,ya,03/12/2021,03/12/2021
"Ubi pulut tumbuh di laman,
celur saja buat hidangan;
Si manis mulut jadi peneman,
Kekal dihati jadi kesayangan.",Mahani Ma'mum,Teman,Kasih sayang,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"laman,, di, ubi, pulut, tumbuh",23,ya,02/12/2021,02/12/2021
"Di tepi sumur sarang tempua,
Hinggap merpati di pohon ara,
Bertolak ansur jangan dilupa,
Baru sejahtera keluarga Malaysia",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sarang, sumur, di, tempua,, tepi",14,tidak,01/12/2021,01/12/2021
"Pengharum alami makanan Melayu,
Daun sadaman mandi-mandian;
Aksara bersemi seni Melayu,
Bahasa Melayu dilupa jangan. ",R.Mulia,Daulatkan bahasa,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"alami, daun, makanan, melayu,, pengharum",21,tidak,30/11/2021,30/11/2021
"Jembatan Merah sungai bergenang, 
Lorong Halus hala ke Pasir Ris;
Kalau darah setampuk pinang,
niat tulus didorong liris.",CG Karmin Abbas,Belia,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"merah, lorong, sungai, bergenang,, jembatan",25,ya,30/11/2021,30/11/2021
"Bendang padi luas saujana,
kala dini bayu berelus;
Sembang di Teratak Megadona,
berniat murni berhujah telus.",CG Karmin Abbas ,Ukhwah,Terima kasih,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kala, bendang, saujana,, luas, padi",24,ya,29/11/2021,29/11/2021
"Terbangnya angsa atas menara,
darat selengan di pangkal ara,
Kalau sebangsa atau negara,
cocok  dengan jolokan saudara.",CG Karmin Abbas,Sebangsa,Patriotik,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"terbangnya, darat, menara,, angsa, atas",25,ya,28/11/2021,28/11/2021
"Fajar sadik bandar Tampines,
Jingga muda berledang-ledang;
Memang cantik si gadis manis,
tua muda mencuri pandang.",CG Karmin Abbas,Gadis ,Usik-mengusik,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"fajar, sadik, jingga, bandar, tampines,",24,ya,28/11/2021,28/11/2021
"Di atas meja lempeng dan piza,
bau aroma tidaklah sama;
Mengapa dieja berbeza-beza,
ada agama dan ada ugama.",CG Karmin Abbas,Perbezaan,Teka-teki,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"lempeng, di, meja, dan, atas",25,ya,28/11/2021,28/11/2021
"Sayang teritip tiram bergantung, 
limau manis bernila-nila;
Apa ditilik sebarang kampung, 
hitam manis memberi gila.
",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sayang, bergantung,, limau, tiram, teritip",23,tidak,27/11/2021,27/11/2021
"Mengais lokan di hujung tanjung,
dijamah sidang di majlis permai;
ilmu bukan buat dijunjung,
buat dihidang depan ramai.",CG Karmin Abbas,Ilmu,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"tanjung,, di, mengais, hujung, lokan",25,ya,26/11/2021,26/11/2021
"Jangan jemu menjoran di paya,
Cuaca redup terus-terusan;
Dengan ilmu kita berjaya,
Sejahtera hidup capai wawasan.",Amirul Husni,Ilmu,Kepentingan Berilmu,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jemu, paya,, jangan, di, menjoran",25,ya,26/11/2021,26/11/2021
"Negeri kedah jelapang padi,
Punca rezeki suburnya tanah,
Hidup bergadah bangsa berbudi,
Elakkan berdengki kelak musnah.",Nurul Hikmah,PERPADUAN,PANTUN 4 KERAT,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kedah, negeri, punca, jelapang, padi,",25,ya,26/11/2021,26/11/2021
"Anak pemburu jarang tersasar,
Membidik rusa untuk dijamu;
Peranan guru sangatlah besar,
Mendidik bangsa tak pernah jemu.",Amirul Husni,Ilmu,Kepentingan Berilmu,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jarang, membidik, tersasar,, anak, pemburu",25,ya,26/11/2021,26/11/2021
"Jauh di kota pergi memburu,
Berbekal ketupat membawa jerat;
Hendaklah kita hormati guru,
Ilmu berkat dunia akhirat.",Amirul Husni,Ilmu,Kepentingan Berilmu,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jauh, di, kota, memburu,, pergi",23,ya,26/11/2021,26/11/2021
"Tumbuh berjajar teratai di kolam,
Dijaga pemuda memakai tongkat;
Tekun belajar siang dan malam,
Ilmu di dada bertambah berkat.",Amirul Husni,Ilmu,Kepentingan Berilmu,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, teratai, tumbuh, kolam,, berjajar",25,ya,26/11/2021,26/11/2021
"Bulan purnama terangi dunia,
Di waktu malam suluh cahaya,
Janganlah leka dengan berfoya,
Carilah ilmu sampai berjaya.",Amirul Husni,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, bulan, purnama, terangi, dunia,",20,tidak,26/11/2021,26/11/2021
"Bersongket baru tuan laksamana,
Megah berjalan berwajah tampan;
Ilmu diburu penuh bermakna,
Buat bekalan di masa depan.",Amirul Husni,Ilmu,Kepentingan Berilmu,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"megah, tuan, bersongket, laksamana,, baru",24,tidak,26/11/2021,26/11/2021
"Pohon cermai di tepi paya,
Tumbuh rapat bersama delima;
Jika hidup mahu berjaya,
Dunia akhirat kejar bersama.",Amirul Husni,Ilmu,Kepentingan Berilmu,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"paya,, pohon, di, tepi, cermai",21,tidak,26/11/2021,26/11/2021
"Pohon cermai di tepi paya,
Tumbuh rapat bersama delima;
Jika hidup mahu berjaya,
Dunia akhirat kejar bersama.",Amirul Husni,Ilmu,Kepentingan Berilmu,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"paya,, pohon, di, tepi, cermai",21,tidak,26/11/2021,26/11/2021
"Hinggap lebah di daun kari,
Tepian titi berpasak lima;
Tabah menempuh onak duri;
Kejayaan pasti akan menjelma.",Amirul Husni,Ilmu,Kepentingan Berilmu,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"daun, di, lebah, hinggap, kari,",22,tidak,26/11/2021,26/11/2021
